1.267,1.095	94.545,0.016	0.019,104.164	1.452,104.164
93.313,0.177	0.022,97.860
2.634,0.878	105.125,0.017	0.033,49.238
0.003,2.324	0.003,117.115
1.234,1.177	105.753,0.274	0.022,6.537	1.861,6.537
2.375,0.255	74.351,0.026	0.027,13.910
157.378,0.484	0.728,401.351	28.795,34.934
0.605,0.647	50.338,0.011	0.007,60.547
161.573,0.024	0.065,2.213	0.065,100.272
0.676,1.144	38.613,0.026	38.613,2.524	0.022,111.148
2.622,1.120	250.320,0.024	0.139,102.836
0.016,7.437	0.016,52.885
1.657,0.421	23.976,0.016	0.029,15.659
51.399,0.079	0.076,2.457	1.661,2.457	0.076,233.616	1.661,233.616
2.582,0.023	228.843,0.023	0.164,2.044	0.164,167.600
1.365,0.678	35.326,0.262	0.014,19.875
91.770,0.958	0.026,399.769
0.308,1.955	8.514,0.032	0.021,116.271
88.395,0.056	0.083,2.377	0.083,127.200
1.776,1.322	129.221,0.153	0.023,101.563
1.470,0.151	43.201,0.002	0.048,6.298
8.095,0.037	297.379,0.037	0.105,132.415
92.150,0.903	0.663,84.991
403.106,0.033	0.179,78.504
23.605,9.431	0.021,221.230
97.188,0.248	0.603,172.468
306.069,0.074	0.289,83.327
0.058,351.584
0.172,0.153	12.217,0.009	0.002,14.229
157.132,0.060	0.018,148.526
252.657,0.850	1.173,56.009
4.537,0.024	383.126,0.024	0.068,1.266	0.068,76.733
141.857,2.389	13.527,27.259
12.591,0.272	12.591,1.373	0.003,43.187
388.865,0.019
190.607,0.069
92.722,0.114	0.034,82.692
37.389,0.371	0.013,308.786
118.540,0.059	118.540,2.939	0.223,216.026
2.580,0.317	181.633,0.317	0.032,7.366	0.032,208.511
81.954,0.343	12.741,16.082
0.211,14.493	12.637,14.493
2.098,0.911	165.797,0.016	0.066,83.904	5.209,83.904
2.197,0.390	88.062,0.011	0.068,26.714
3.455,0.758	84.625,0.758	0.206,34.726
4.248,0.055	122.206,0.055	0.044,83.149
81.116,0.218	0.047,158.341	2.898,158.341
66.734,0.011	0.308,41.488
98.352,0.889	0.044,110.131	1.072,110.131
0.633,0.530	49.712,0.013	0.013,42.685
3.505,1.238	311.211,0.021	0.095,115.770
0.202,388.742	2.733,388.742
47.141,0.067	0.012,4.213	0.012,125.643
9.767,0.504	0.028,6.075	0.028,237.503
60.139,0.061	0.032,140.167
33.401,0.139	33.401,5.907	0.042,421.842
0.055,148.390
125.193,0.020	125.193,1.713	0.017,114.793
1.021,2.548	54.754,0.203	0.015,144.013
219.002,0.077	0.439,409.471
849.743,0.071	0.237,6.214	0.237,181.995
129.081,0.102	1.656,0.676	1.656,22.149	13.523,3.348
1.152,0.949	112.566,0.126	0.015,23.096
3.134,0.685	25.282,0.010	0.311,27.619
95.786,0.032	0.028,2.650	0.028,96.477
117.560,0.031	117.560,1.305	0.023,72.844
1.715,1.076	117.560,0.041	117.560,2.756	0.020,72.844
21.116,0.364	0.003,103.021
67.548,0.082	2.143,115.273	22.378,8.086
0.027,125.751
33.939,0.065	0.028,4.149	0.028,108.789
26.578,0.462	0.042,156.954
63.222,0.053	0.018,119.127	0.657,119.127
1.701,0.475	131.356,0.009	0.019,41.070
3.607,0.033	64.259,0.033	0.039,104.399
72.444,0.042	0.039,17.116	3.070,17.116
582.871,0.139	0.626,143.621
2.003,0.159	69.256,0.002	0.024,5.164
89.185,0.071	0.300,180.839
1.808,0.523	118.540,0.006	0.032,35.131
2.739,1.109	130.595,0.016	0.157,77.759	7.494,77.759
3.760,2.515	110.022,0.046	0.083,98.979
77.479,0.092	0.021,128.815
105.073,0.013	0.650,10.281
1.058,0.665	41.348,0.012	0.026,49.085
124.883,0.091	0.082,3.553	3.634,3.553	0.082,84.932	3.634,84.932
124.883,0.023	0.079,2.177	5.025,2.177	0.079,84.932	5.025,84.932
0.381,212.961	8.090,19.789
0.188,1.287	7.790,0.033	0.002,45.151
2.149,0.169	168.749,0.169	0.146,4.386	0.146,278.891	11.463,10.742
91.999,0.038	0.093,200.732
287.442,0.092	287.442,2.013	0.069,99.532	4.751,99.532
0.021,776.796
2.492,0.485	157.469,0.005	0.042,46.272
3.775,4.776	150.044,0.204	0.057,106.945
1.793,0.998	30.564,0.011	0.021,39.905
210.807,0.040	0.205,195.487
0.353,1.462	31.707,0.025	0.276,118.204
1.807,0.145	137.310,0.005	0.040,10.947
0.596,0.024	32.827,0.024
89.755,0.036	1.039,104.487
457.476,0.002	4.940,17.038
169.484,0.136	0.370,214.323
39.348,0.017	39.348,0.970	0.017,85.000
1.398,1.398	119.039,0.025	0.027,138.755
2.263,0.091	156.394,0.002
282.881,0.069	0.091,117.044	6.641,117.044
8.009,0.229	63.048,0.229	0.109,465.085
167.537,0.323	0.025,249.569
1.019,1.054	62.054,0.016	0.013,49.143
1.492,0.040	117.334,0.040	0.052,135.038
0.706,1.876	67.219,0.035	0.096,157.183
0.861,0.137	57.784,0.001	0.010,13.683
2.115,1.887	158.226,0.019	0.023,146.409
49.585,0.002	0.261,10.024	5.714,10.024
1.766,3.023	65.168,0.053	0.032,20.438
169.229,0.337	169.229,1.715	0.164,99.140	3.774,99.140
1.100,1.087	52.681,0.016	0.015,53.512
91.755,0.014	2.688,50.731
0.084,204.643	5.203,204.643
313.146,0.019	313.146,0.562	7.185,32.263
14.698,1.240	0.010,139.307
4.346,2.260	104.175,0.163	0.116,28.426
138.200,0.151	0.067,455.183
530.029,0.024	0.465,79.709	5.914,79.709
3.740,1.581	103.519,0.081	0.075,107.097
3.443,0.023	112.999,0.023	0.042,197.562
87.747,0.012	0.100,54.784
80.210,0.016	0.042,31.082
0.617,0.753	44.977,0.069	0.047,51.553
3.391,0.097	230.527,0.097	3.391,3.509	230.527,3.509	0.125,136.921
87.747,0.062	0.058,2.649	2.415,2.649	0.058,54.784	2.415,54.784
36.738,3.684	0.013,776.795
262.441,0.030	0.073,117.733	5.933,117.733
1.129,2.092	72.709,0.102	0.088,44.479
1.217,0.781	93.113,0.010	0.019,51.242
2.619,3.305	168.986,0.084	0.049,59.197
388.365,0.224	4.464,97.006	28.073,22.226
0.606,1.086	35.614,0.032	0.008,40.730
2.069,2.141	110.212,0.091	110.212,4.118	0.051,97.270
125.087,0.016
0.329,1.769	9.809,0.117	0.004,153.643
2.360,2.376	88.333,0.034	0.029,201.222
0.196,1.295	0.002,123.498
0.428,2.186	36.824,0.064	0.004,32.716
0.413,3.233	21.947,0.091	0.037,109.312
0.111,0.857	10.418,0.432	0.003,58.148
65.698,0.247	0.137,43.287
327.768,0.105	327.768,7.055	0.069,120.198
83.136,0.312	0.072,639.453
269.997,0.020
0.305,1.309	26.960,0.014	0.004,118.194
0.323,0.612	31.235,0.010	0.097,33.226
4.900,0.119	78.906,0.119	0.065,89.358
0.192,4.344	17.064,0.102	0.015,110.834	1.366,110.834
1.266,0.505	115.608,0.005	0.021,27.806
102.604,0.071	0.020,108.345	1.719,108.345
80.343,0.097	0.260,129.190
71.900,0.015	0.020,0.762
0.270,0.993	25.729,0.032	25.729,2.522	0.003,78.863
0.806,0.453	70.493,0.005	0.015,44.651
668.443,0.471	0.206,37.218	12.002,2.302
234.450,0.062	1.905,102.940
185.810,0.012	0.035,47.116	2.486,47.116
2.236,0.101	57.248,0.101	0.026,90.484
339.469,0.004
3.805,0.043	92.468,0.000
2.969,3.523	225.017,0.063	0.053,280.905
1.848,3.034	127.616,0.037	0.042,183.210
4.175,0.863	153.031,0.012	0.077,75.374
0.523,0.312	37.293,0.010	0.006,28.231
41.413,0.098	0.287,94.969	28.309,3.246
0.471,1.188	37.293,0.060	0.008,28.231
3.078,1.816	132.268,0.277	0.062,81.214
54.876,0.031	0.007,22.618
135.838,0.014	0.472,68.067
1.388,1.213	109.370,0.020	0.023,95.578
248.734,0.028	0.211,78.133
73.023,0.009	0.152,50.396
82.173,0.309	0.120,419.693	6.963,9.176
36.032,0.015	0.019,22.356
197.299,0.744	0.091,340.674	4.113,340.674
710.363,1.048	55.673,22.274
181.574,0.043	0.042,204.205
145.293,0.165	0.072,158.875	4.803,158.875
2.070,1.552	107.359,0.038	0.044,111.723
1.060,0.376	103.302,0.046	0.013,13.599
4.422,0.021	167.984,0.021	0.100,57.759
0.081,2.621	3.777,2.621	0.001,259.606
0.900,4.028	58.577,0.060	0.068,200.740
0.928,0.045	87.439,0.045	0.010,80.779
2.775,0.011	258.960,0.011
46.553,0.090	0.040,3.012	0.040,121.582
221.786,1.068	0.081,195.470	7.188,34.936
1.044,1.139	66.503,0.012	0.020,93.750
3.142,1.379	172.960,0.045	0.096,83.768
35.766,0.094	0.004,247.281
6.301,0.012	73.074,0.012	1.318,60.024
0.479,0.363	20.544,0.006	0.022,20.843
0.380,1.540	24.880,0.051	0.006,85.984
93.929,0.019	93.929,1.559	0.093,132.386
2.857,3.460	187.547,0.076	0.049,272.345
30.929,0.156	0.038,135.021
285.422,0.220	0.138,681.028	6.586,681.028
0.997,0.028	80.052,0.028	0.015,29.384
2.231,0.004	78.958,0.004	0.036,16.222
2.771,0.024	67.228,0.024	0.031,63.636
107.854,0.176	0.018,174.426
74.033,0.052	0.272,87.017
457.634,0.615	3.375,800.274	16.143,17.296
51.893,0.158	0.058,23.695
0.251,0.710	13.542,0.094	13.542,5.984	0.012,44.946
138.385,0.116	5.556,5.912
30.580,0.254	0.005,243.352
127.435,0.014	0.339,81.318
98.163,0.012	0.035,1.185	2.845,1.185	0.035,23.570	2.845,23.570
1.072,2.004	98.521,0.065	0.019,77.424
148.046,0.007	0.090,0.476	0.090,24.061
0.194,6.460	10.255,0.161	0.004,54.478
0.009,5.776	0.009,115.987
4.071,0.020	77.031,0.020	0.045,120.792
39.815,0.321	0.008,95.996
372.398,0.620	0.264,83.274
154.878,0.605	0.034,44.685
0.190,261.075	7.921,261.075
89.998,0.006	0.114,19.938	1.919,19.938
153.615,0.030	0.075,173.335
198.466,0.393	198.466,4.815	0.486,411.174
0.041,0.584	0.001,40.796
0.284,0.092	27.204,0.023	0.284,9.138
55.497,0.039	55.497,1.844	0.006,134.785
205.562,0.156	0.040,124.433
62.929,1.445	0.012,143.516
0.707,0.110	42.228,0.001	0.707,8.978
5.328,0.250	131.496,0.250	0.084,187.598
3.287,2.034	275.138,0.024	0.210,130.277
127.719,0.143	0.192,305.712
397.227,0.158	0.078,65.033	6.202,65.033
295.155,0.038	295.155,3.273	0.083,111.027
2.411,1.265	81.146,0.037	0.257,18.520
1.226,2.472	22.165,0.069	0.022,238.569
6.879,0.056	371.334,0.056	0.235,3.684	0.235,229.583
0.167,0.905	16.614,0.022	0.005,60.754
65.506,0.092	0.027,7.195	0.027,126.771
5.551,0.079	0.001,4.010	0.001,99.779
1.385,1.666	80.244,0.021	0.029,43.066
220.818,0.094
0.550,1.661	21.920,1.112	0.006,65.433
480.429,0.124	0.387,85.111
0.787,0.770	45.921,0.011	0.063,51.939
3.404,3.267	283.690,0.046	2.688,151.062
115.722,0.114	115.722,3.027	0.020,78.173
373.406,0.110	0.685,4.676	0.685,418.450	23.845,9.799
185.867,0.276	0.070,370.918
0.056,141.015
35.534,0.091	0.116,83.785
0.347,2.019	30.496,0.034	0.006,132.348
12.741,0.040	0.098,151.512	2.749,2.081
0.005,135.691
10.157,0.098	0.005,645.721
1.709,0.643	50.047,0.010	0.023,43.625
0.962,0.069	71.737,0.002	0.035,6.344
0.002,1.270	0.002,70.280
85.260,0.047	0.042,29.666
263.082,0.020	263.082,1.300	0.041,41.233
0.811,2.979	71.074,0.041	0.136,162.107
177.155,0.103	0.062,441.078
0.259,0.184	0.004,16.663
1.590,1.874	81.275,0.026	0.070,77.674
0.518,0.588	27.175,0.013	0.015,10.865
0.679,0.057	60.455,0.057	0.011,129.730
23.721,0.020	0.024,9.816	0.758,9.816
0.487,0.747	33.084,0.011	0.006,58.577
181.092,0.043	181.092,2.137	0.212,146.103
181.357,0.190	181.357,1.496	0.037,82.920	2.222,82.920
20.714,0.013	20.714,0.677	0.012,44.165
173.323,0.012	0.267,44.593
0.002,89.202
160.822,0.126	160.822,3.747	0.018,353.576
86.562,0.150	86.562,8.506	0.011,215.111
0.865,1.725	53.588,0.018	0.014,61.261
2.234,0.787	180.151,0.113	0.149,59.520	12.042,8.546
0.850,0.144	73.817,0.003
19.169,0.507	0.022,174.344
1.482,1.043	111.886,0.012	0.071,90.626
423.968,0.014	0.135,13.341
2.450,0.771	134.269,0.019	0.045,38.025
1.131,4.249	69.744,0.063	0.048,284.346
1.502,0.634	85.730,0.007	0.016,55.974
10.022,0.045	0.002,3.179	0.002,69.747
82.178,0.131	82.178,4.994	0.191,192.404
6.402,0.017	350.036,0.017	0.920,17.747
177.953,0.006	0.120,0.522	0.120,32.345
81.140,0.370	0.013,204.764
0.555,0.071	32.755,0.001	0.555,3.203
12.336,0.379	0.002,164.287
0.589,0.071	32.755,0.001	0.589,3.203
4.040,1.397	226.487,0.264	0.045,124.322
0.388,3.157	36.744,0.247	0.388,186.755	36.744,14.606
145.480,0.093	0.061,171.547	2.933,171.547
2.956,0.006	139.428,0.006	0.063,16.581
97.466,0.029	0.076,1.829	0.076,91.516
5.425,0.021	86.910,0.021	0.105,55.846
17.340,1.189	17.340,6.170	0.047,203.170
1.803,1.904	93.642,0.159	93.642,7.248	0.041,86.621
25.165,0.009	0.008,46.969
91.101,0.013	0.309,24.468
103.978,0.060	0.022,129.310	1.445,129.310
1.057,0.701	105.718,0.276	0.015,53.461
26.453,0.026	0.148,1.605	0.148,25.541
390.986,0.134	6.455,289.783
134.680,0.244	0.287,152.457
1.947,0.730	82.665,0.011	0.030,26.557
1.016,0.045	92.063,0.045	0.011,55.273
137.621,0.237	0.042,401.754
0.671,0.448	63.437,0.010	0.011,43.164	0.997,43.164
61.647,0.191	1.125,85.806
170.698,0.134	0.019,639.114
85.575,0.145	0.021,90.671
1.655,0.538	81.337,0.538	0.023,211.740
1.826,1.525	49.020,0.061	0.023,67.813
1.177,0.022	40.913,0.022	0.072,90.534
56.740,0.470	0.104,59.878	4.444,59.878
1.595,1.170	118.966,0.016	0.051,98.558
1.205,0.516	115.763,0.014	0.087,29.255
0.278,1.367	18.735,0.031	0.007,96.070
0.074,325.092
8.526,0.028	269.225,0.028	0.164,116.424
11.605,0.070	0.003,144.987
580.599,0.306	5.037,165.257	35.608,19.486
0.745,0.229	0.026,21.058
54.828,0.074	0.016,310.046
0.063,5.297	0.008,198.688
26.017,0.036	0.006,75.628
117.952,0.057	0.018,5.367	0.018,104.481
0.409,1.561	17.421,0.018	0.009,112.238
5.273,0.911	189.110,0.195	0.069,65.107
784.373,0.172	0.280,3.937	0.280,184.922
271.860,0.119	0.069,1.746	5.966,1.746	0.069,156.001	5.966,156.001
220.705,0.053	0.070,136.006	6.949,136.006
26.188,0.335	0.004,79.558
0.021,117.270
134.078,0.978	0.050,533.440	3.591,533.440
7.815,0.016	362.220,0.016	0.174,102.804
198.143,0.118	0.055,177.572
1.856,1.638	58.963,0.030	0.062,83.639
0.953,1.104	60.824,0.013	0.011,16.792
1.202,850.091	70.608,40.839
2.758,2.774	25.438,2.030	0.048,40.360
16.314,0.103	0.003,134.764
23.042,0.926	0.050,2.649	0.050,108.495
0.001,87.634
174.338,0.079	0.877,2.568	0.877,177.535	7.501,5.431
7.221,0.051	292.771,0.051	0.275,137.585
167.761,0.008	0.109,31.394	2.333,31.394
133.563,0.030	5.178,1.835	5.178,64.272
1.305,0.701	70.718,0.026	0.016,34.039
133.563,0.112	0.125,2.492	0.125,64.272
120.927,0.325	0.038,258.003	1.382,258.003
217.184,0.075	217.184,4.355	0.088,308.159
2.318,0.213	108.537,0.034	0.024,17.415
0.010,195.815
260.708,0.241	0.047,266.745
2.518,6.237	113.458,0.069	0.246,216.436
29.797,0.019	0.007,1.840	0.007,61.682
2.235,3.251	134.619,0.046	0.046,125.334
1.886,1.037	187.802,0.055	187.802,5.211	0.099,97.859
0.956,1.259	91.800,0.016	0.012,108.247	1.115,108.247
0.135,3.539	0.005,271.260
89.583,0.329	0.039,545.156
0.131,1.706	11.640,0.076	0.022,158.859	1.937,7.037
15.848,0.081	0.083,72.088	0.591,72.088
170.320,0.082	0.057,5.386	0.057,241.696
0.122,0.322	11.841,0.023	0.002,22.394
432.274,0.054	0.439,162.894	7.106,162.894
0.795,0.002	70.552,0.002
2.280,1.833	112.373,0.023	0.154,55.798	7.603,55.798
22.031,0.219	22.031,2.173	0.007,172.445
0.592,0.245	51.291,0.009	0.007,21.556
0.567,1.548	27.323,0.020	0.007,126.805
1.316,0.327	87.747,0.012	0.014,30.302
1.154,1.307	57.337,0.013	0.016,123.317
67.335,2.751	0.497,289.777	48.305,42.798
1.307,1.107	104.581,0.021	0.020,28.572
0.625,1.534	27.850,0.205
6.352,0.328	201.701,0.013	0.144,6.412
5.977,2.460	371.155,0.154	0.101,124.201
2.320,0.978	71.116,0.438	0.210,27.769
1.659,0.612	81.458,0.612	0.040,508.503
1.295,1.340	79.737,0.228	0.590,68.074	36.367,11.589
110.510,0.032	0.098,199.245
74.865,0.007	0.012,36.698	0.905,36.698
1.145,2.255	92.074,0.023	0.013,152.964
326.587,0.037	326.587,3.402	0.339,191.594
567.994,0.051	2.736,161.517
0.785,0.317	73.101,0.003	0.041,31.542
48.977,0.092	0.245,43.082
1.106,1.232	72.171,0.031	0.025,82.058
5.326,0.013	148.712,0.013	5.326,0.682	148.712,0.682	0.056,29.780
453.919,0.137
0.759,0.462	44.252,0.021	0.031,12.027
2.622,0.111	179.888,0.010
26.741,0.722	0.010,3.076	0.010,210.063
1.063,0.129	65.342,0.129	0.018,71.715
251.966,0.314	0.282,237.882	3.299,12.180
0.722,0.326	11.336,0.008	0.009,29.510
102.686,0.147	102.686,2.778	0.105,267.150
274.487,0.004	3.641,16.888
2.375,2.560	114.296,0.050	0.024,104.592
0.266,0.319	0.003,9.885
48.152,0.114	48.152,4.251	0.009,185.354
0.991,0.550	58.553,0.007	0.022,42.916
76.409,0.012	0.038,0.271
134.441,0.034	0.047,82.136
4.439,0.030	83.801,0.030	0.180,182.049
163.653,0.014	0.099,39.031	1.773,39.031
408.271,0.057	408.271,2.931	0.320,231.959
65.607,0.247	65.607,3.291	0.120,240.591
0.122,0.593	0.001,21.341
120.975,0.216	120.975,4.463	0.262,45.362
239.240,0.048	0.076,458.921	5.841,458.921
182.049,0.101	0.282,113.832	5.407,113.832
87.204,0.357	3.172,6.118	3.172,150.371
10.591,1.558	0.005,252.790
77.997,0.312	0.314,105.448	7.613,4.952
0.532,1.741	31.276,0.020	0.008,154.942
118.072,0.398	0.479,285.237
48.469,0.045	0.018,2.433	0.018,177.188
11.559,0.101	0.002,4.238	0.002,188.908
2.315,0.677	107.708,0.013	0.060,57.880
17.177,0.046	17.177,2.708	0.010,196.647	0.411,196.647
3.145,1.546	129.398,0.017	0.350,104.430
328.050,0.005	0.181,11.702
297.527,0.123	0.930,87.659
0.126,625.863
559.976,0.007	0.426,14.194
1.860,0.753	126.171,0.010	0.024,41.802
764.156,0.009	0.149,68.952
321.082,0.252	321.082,4.650	0.568,89.739
1.907,1.454	115.667,0.015	0.019,106.238
0.185,1.411	11.906,0.022	0.004,38.634
1.308,0.518	103.211,0.026	0.030,46.178
1.047,0.143	7.331,0.143	0.012,5.976	0.012,139.876
516.068,0.030	0.148,2.948	0.148,134.398
1.813,2.144	158.042,0.022	1.813,8.572
0.015,353.380
0.975,1.053	90.417,0.012	0.011,39.128
3.127,1.227	131.155,1.227	0.038,104.927
75.887,0.004	0.042,10.592
99.277,0.024	0.013,2.155	0.013,122.726
48.789,0.673	0.008,516.068
200.406,0.091	0.037,5.710	2.721,5.710	0.037,145.198	2.721,145.198
71.273,0.039	0.073,100.534	3.557,100.534
3.068,2.798	155.426,0.058	0.129,99.043
34.654,0.044	0.121,28.172
0.078,0.879	0.001,65.070
119.115,0.324	0.080,486.479	7.123,486.479
172.280,0.017	0.541,98.396	42.506,1.532
1.932,1.069	160.571,0.013	0.023,98.921
24.636,0.047	0.010,222.492
3.326,0.043	74.413,0.043	0.769,106.567
0.007,500.682
52.580,0.404	0.038,129.187
293.311,0.064	293.311,5.771	1.760,113.406
8.712,1.729	0.103,2.941	0.103,119.956
0.310,2.766	30.358,0.266	0.005,126.085
218.217,0.006	0.037,0.405	0.037,39.271
0.825,3.136	80.365,0.104	80.365,7.050	0.009,211.755
0.065,368.401
223.909,0.870	0.671,48.633
178.601,0.339	0.041,346.253
4.554,0.407	117.940,0.030	0.098,38.005
318.211,0.005
1.009,0.219	83.358,0.003
5.348,0.051	165.505,0.051	0.815,35.831	25.212,4.147
72.611,0.982	72.611,20.119
6.315,0.448	269.958,0.005	2.493,40.542
753.443,0.011	0.128,15.925
1.662,3.703	41.371,0.220	0.037,145.432
82.985,0.140	0.036,120.643	1.032,120.643
54.079,0.180	0.015,522.792
44.941,0.666	0.043,60.098	1.335,60.098
3.562,0.065	136.648,0.065	0.057,87.003
1.219,0.109	116.386,0.109	1.219,3.438	116.386,3.438	0.066,212.292
1.454,0.134	59.467,0.134	0.396,192.496	16.183,5.883
258.636,0.091	258.636,0.684
0.614,1.049	58.572,0.011	0.007,101.650
36.723,0.043	0.067,138.001
51.987,0.431	0.035,124.320
79.475,0.108	0.211,174.744
72.873,0.686	0.031,985.855
243.022,0.002	0.188,12.639	9.499,12.639
80.034,0.042	0.053,2.693	0.053,257.130
437.475,0.273	0.139,488.477	8.516,11.935
2.659,2.429	86.675,0.032	0.036,214.290
0.925,4.803	63.019,0.062	0.014,71.909
69.048,0.074	0.071,50.297
91.737,0.057	0.028,3.613	0.028,205.171
0.980,1.061	83.819,0.022	0.029,85.087
86.050,0.442	0.017,216.605
0.068,1.125	0.004,107.183
67.246,0.013	0.034,31.470
2.133,0.769	96.555,0.014	0.056,58.128
1.255,1.990	41.769,0.028	0.015,120.735
2.198,1.226	138.209,0.019	0.072,81.380
1.746,0.167	89.639,0.002	0.167,16.648
103.564,0.095	0.159,6.609	8.459,6.609	0.159,33.803	8.459,33.803
166.049,0.063	0.066,16.401
1.528,0.287	135.676,0.026	135.676,1.215	0.019,13.636
226.003,0.181	0.034,63.456	2.987,63.456
2.683,1.644	103.774,0.019	0.090,117.219
3.379,3.952	0.229,272.047	3.379,38.907
0.984,0.005	73.842,0.005	0.012,19.437
475.392,0.023
0.272,1.482	23.680,0.016	0.007,132.600
143.811,0.004	0.258,13.890
63.053,0.063	0.050,98.560
102.628,0.153	0.387,123.424
0.131,1.648	12.873,0.145	0.001,48.524
62.712,0.068	62.712,4.679	0.024,161.310
414.176,0.110	1.027,167.593	15.928,8.948
96.861,0.012	0.068,0.976	0.068,72.898
93.327,0.114	0.101,94.603
205.224,0.041	0.587,48.627
172.277,0.065	172.277,2.072	0.048,104.080	4.447,104.080
4.862,0.163	0.008,51.776
25.545,1.221	0.003,513.315
35.636,0.123	0.007,164.694
0.990,2.808	24.592,0.448	0.015,122.106
203.018,0.019	203.018,1.334	0.095,90.590
505.162,0.042	0.442,112.513
3.419,0.077	87.963,0.077	0.046,68.020
41.868,0.015	0.007,0.741	0.007,61.487
68.883,0.042	0.184,130.941	4.910,130.941
1.115,0.502	94.940,0.502	0.084,527.218	7.185,38.547
1.346,1.625	35.088,0.064	0.014,148.114
318.882,0.062	0.405,4.853	0.405,68.840
0.282,0.117	0.282,6.376
318.882,0.023
495.900,0.035	0.427,122.822
0.453,1.657	40.637,0.064	0.007,142.462
153.155,0.058	0.159,53.159	1.581,53.159
2.111,0.125	98.976,0.125	0.242,19.819
62.843,0.323	62.843,1.060	0.013,93.582
0.590,0.089	30.981,0.003
1.272,0.612	79.282,0.021	0.056,57.716
1.927,0.584	107.804,0.009	0.064,44.373
144.800,0.026	0.179,66.493
210.581,0.322	0.056,797.453
83.519,0.884	83.519,1.798	0.028,81.768
462.802,0.023	0.235,77.996
69.576,0.222	0.012,3.848	0.012,113.363
5.163,1.900	217.315,0.119	0.150,79.135
37.791,0.065	2.921,5.691	2.921,182.788
1.552,2.174	33.903,0.027	0.022,123.062
385.453,0.091	0.348,4.619	0.348,291.256
1.302,0.027	57.586,0.027	0.041,100.198
105.625,0.017	0.017,18.929
8.309,0.012	474.743,0.012	0.119,58.332
5.971,0.019	474.743,0.019	0.136,58.332
0.808,1.101	76.039,0.017	0.009,15.127
0.493,2.667	34.775,0.140	0.006,226.209
1.139,0.037	105.694,0.037	0.030,1.899	0.030,97.334
137.980,0.150	0.058,153.872	4.224,153.872
2.868,0.057	63.917,0.057	2.868,3.625	63.917,3.625	0.032,251.981
286.522,0.024	0.112,107.277
81.450,0.007	0.210,35.451
231.417,0.020
0.375,5.190	33.860,0.083	0.008,233.259
0.429,1.634	22.981,0.089	0.005,78.455
6.655,3.876	87.770,0.061	87.770,5.068	0.143,323.326
63.290,0.032	0.073,2.551	0.073,166.064
171.971,0.015	0.311,87.080	7.574,87.080
178.945,0.443	0.155,6.069	0.155,323.712	12.446,23.607
44.391,1.597	0.192,73.605
297.111,0.012	0.131,26.799	6.216,26.799
0.201,1.453	10.135,0.104	0.002,127.072
4.946,1.225	110.940,1.225	4.946,7.601	110.940,7.601	0.075,609.169
8.486,0.033	115.401,0.033	0.088,1.036	0.088,55.981
16.083,0.062	0.027,3.447	0.027,172.440
3.234,1.224	20.105,0.253	0.040,113.265
0.881,0.290	53.340,0.004	0.010,17.417
0.215,0.289	13.996,0.005	0.030,21.002
41.847,0.043	0.008,0.680	0.008,67.617
134.342,0.002	0.037,15.593	2.849,15.593
21.729,0.067	0.003,5.168	0.003,479.765
328.033,0.001
48.477,0.054	48.477,3.168	0.008,93.930
179.448,0.054	1.838,66.789
1.513,3.362	139.204,0.159	0.017,108.410
1.804,0.044	40.767,0.044	0.567,130.224
173.274,0.063	173.274,2.274	0.178,87.444
0.609,1.634	23.643,0.026	0.009,116.329
0.528,0.035	48.477,0.035	0.008,163.047
119.361,0.022
304.695,0.058	304.695,4.165	0.047,173.887
39.352,0.154	0.054,44.538	4.679,44.538
435.409,0.036	0.471,77.139	6.897,77.139
47.578,0.014	0.455,35.332
202.958,0.006	0.025,8.952
99.015,0.006	0.168,6.950
0.005,2.341	0.005,88.679
1.666,1.066	55.217,0.027	0.021,77.650
0.849,3.009	71.516,0.086	0.104,266.813
12.321,0.064	0.037,320.868
319.948,0.020	0.118,85.620
109.509,0.543	0.025,54.995
2.655,2.919	204.796,0.183	0.525,115.053
1.190,0.377	52.792,0.004	0.068,36.756
565.568,0.012	0.393,86.584
0.950,0.226	82.667,0.003	0.010,12.034
64.528,0.043	0.018,196.878	1.287,196.878
0.830,0.297	71.404,0.003	0.037,27.483
152.816,0.098	152.816,6.587	0.137,261.949
102.542,0.192	0.177,345.583
2.200,0.612	112.737,0.014	0.023,41.407
70.025,0.008	0.265,21.535
4.235,0.425	225.826,0.006	0.048,22.206
85.160,0.175	0.179,234.872
23.285,0.321	0.004,561.938
1.056,1.323	57.379,0.062	0.092,74.815
99.704,0.074	0.046,4.620	0.046,148.455
0.662,0.670	32.062,0.009	0.023,55.746
104.756,0.084	0.027,124.016
0.298,1.271	0.115,99.512
212.987,0.002
90.846,0.002	90.846,0.184	0.024,16.852	2.239,16.852
0.302,1.044	27.350,0.033	0.003,31.877
1.231,3.450	87.966,0.138	0.020,296.754
107.306,0.032	107.306,1.494	0.070,63.158
1.211,0.146	54.764,0.146	0.024,164.368
0.216,2.796	9.880,0.061	0.003,99.654
106.907,0.371	0.012,94.165
2.189,2.273	86.917,0.040	0.218,60.865
1.677,0.023	48.498,0.023	0.036,1.432	0.036,114.596
1.135,0.009	92.223,0.009	0.030,30.751
91.308,0.232	0.041,2.291	0.041,62.153
0.938,1.036	47.344,0.011	0.010,82.191
1.957,0.203	190.744,0.004	0.027,13.864
0.001,76.948
